laptop_ID,Price_in_euros
209,1468.5231406926403
1281,467.341036080586
1168,488.0514969985567
1231,807.7327333905291
1020,1065.4891666666667
379,595.8718966666665
553,636.1823594932845
172,1455.2199298701298
779,1714.4020163095238
609,482.73174
256,2277.2465761904755
117,1765.0724134615384
283,497.51716619047596
1195,1433.0685999999998
588,1076.5688142857148
743,417.53203874058386
715,2132.760792380953
160,1423.6677500000003
1021,1766.5393333333332
49,608.840916854257
690,1413.7685999999999
1135,442.3294999999998
852,1137.995455952381
857,1813.8467142857146
210,478.7637038095238
485,807.7327333905291
560,1090.1854083333333
1209,806.8693333333335
953,2398.627149999997
460,1084.9036431349207
1092,1851.1962247619065
152,465.6495514877531
806,1394.9572954761904
986,3174.766749047618
917,2028.7991
408,1968.9594707792212
942,639.5331054237428
959,1589.9170183982683
461,828.7808333333332
858,1480.3987738095238
329,1034.1112188888885
1293,1304.550489312077
1284,562.7412240476191
628,1084.9036431349207
262,1968.9594707792212
933,807.7327333905291
676,1164.8870244626905
608,465.6495514877531
125,807.7327333905291
450,471.58362091005364
67,2142.9285000000004
93,807.7327333905291
769,1079.3334289599288
1070,643.9286526948051
1162,1743.2242857142855
594,1894.5509999999997
288,579.7532012700916
273,905.6171537434789
355,1076.5688142857148
717,721.9762238095238
18,2295.8773000000006
804,2277.250571428571
60,413.5218388708515
186,2118.93
298,1164.8870244626905
864,779.3668766666669
1026,782.9919285714286
240,1472.1155216450213
875,2238.5291666666667
276,1877.96
939,651.2712375974025
436,319.02283333333344
702,1137.5834161904768
938,1803.6210543650786
558,1076.5688142857148
527,1365.9340666666674
624,1351.4959980952376
1128,1672.713506027306
844,1413.7685999999999
811,1480.3987738095238
129,1004.842388809524
994,836.3344461904761
445,1802.52
1051,1667.1228095238098
937,1468.5231406926403
1073,2046.8581999999974
382,587.99
765,807.7327333905291
159,755.955
998,755.955
696,702.4762238095238
90,1688.3002419047614
1082,778.8141666666666
913,4076.4554716666685
252,1839.09199809524
1183,1077.256725396825
589,717.530038095238
962,624.51282994783
989,818.12424971806
361,947.0060547023327
849,1746.15805952381
1067,778.6748299206349
1,1803.6210543650786
380,778.8141666666666
344,413.5218388708515
683,1468.5231406926403
405,1221.3271563492062
602,917.0236417178857
1296,372.43025685703185
782,1077.256725396825
91,1765.0724134615384
1122,465.6495514877531
251,818.12424971806
218,807.7327333905291
941,1308.7342573916537
533,471.58362091005364
1258,579.7532012700916
1059,1351.4959980952376
905,2054.8806666666665
220,1014.6843333333334
230,807.7327333905291
1319,707.2666341991342
265,766.3296215728716
906,1896.175
880,895.0120688479262
733,488.0514969985567
1004,1951.2254404761902
866,1076.5688142857148
80,471.58362091005364
1278,640.9763095238095
744,1184.7903916666664
1010,1247.745
351,1468.5231406926403
524,1681.669301904761
573,698.7928089393939
208,1798.3287285714282
799,712.2135688479262
97,1137.5834161904768
375,1614.1752857142856
1076,437.9273157142859
189,1746.15805952381
225,807.7327333905291
1084,1363.9817420634915
1029,1137.5834161904768
1248,1667.4633116883115
73,1014.6843333333334
1178,1212.715485714286
659,915.8945906870907
87,1659.1249999999998
474,947.0060547023327
1111,828.7808333333332
56,751.4015333333336
816,818.12424971806
1077,1711.442233452381
348,1034.1112188888885
664,807.7327333905291
536,1076.5688142857148
248,952.577873333334
3,654.9259480952381
170,465.6495514877531
555,384.80987252117427
612,2142.9285000000004
1239,807.7327333905291
981,778.6748299206349
487,1002.0714666666674
404,1054.144304761905
1031,1946.8259999999998
1314,219.62725000000003
320,865.6620399415202
729,1105.818
1107,1309.2538228318906
314,384.80987252117427
1273,413.5218388708515
1270,582.0143122710623
693,1458.7996000000003
1205,597.2183333333335
911,1076.5688142857148
272,471.58362091005364
532,744.1900000000002
1102,1212.715485714286
1182,465.6495514877531
839,4980.192833333334
529,1084.9036431349207
863,766.3296215728716
772,1304.550489312077
1221,1926.2669761904763
759,454.55376695526706
1194,1002.5863374025972
821,1728.790607142857
497,917.0236417178857
100,504.0256196392496
1204,1692.569666666666
1071,915.8945906870907
1202,723.0205538281161
881,576.6483132017984
919,471.58362091005364
968,1212.715485714286
299,677.793567059052
632,807.7327333905291
36,327.83
193,766.3296215728716
1274,2463.950119047619
481,843.0284386824287
143,722.3408957142856
999,437.9273157142859
383,784.9282500000002
1075,2463.950119047619
168,465.6495514877531
515,1084.3367830952382
662,384.80987252117427
1150,1589.9170183982683
108,579.10986
997,608.840916854257
103,690.6843662698412
308,807.7327333905291
975,1495.9912000000013
872,1351.4959980952376
1170,865.6620399415202
425,751.4900000000006
179,917.0236417178857
217,465.6495514877531
803,1363.9817420634915
1148,1351.4959980952376
814,1561.8923003571426
774,643.5141933333334
908,1077.256725396825
1006,488.0514969985567
1247,807.7327333905291
707,465.6495514877531
1230,2054.8806666666665
381,454.64573759018754
882,471.58362091005364
708,952.577873333334
502,1518.6799761111115
1169,384.80987252117427
550,915.8945906870907
1096,3047.588208333333
24,778.8141666666666
784,985.6973166447017
556,1129.863156862744
807,1619.267320833333
1245,639.5331054237428
751,1212.715485714286
1039,1433.158452380953
1176,1079.3334289599288
797,2297.6113333333333
830,850.9426666666668
865,917.0236417178857
313,917.0236417178857
1217,2054.8806666666665
1046,1309.2538228318906
1253,465.6495514877531
931,1740.8395
232,1164.8870244626905
1174,1740.8395
969,2398.627149999997
548,482.73174
164,778.6748299206349
1047,1126.6488504761908
77,807.7327333905291
652,467.341036080586
554,639.5331054237428
512,1826.7069047619068
1127,465.6495514877531
1131,2343.434546666665
785,1589.9170183982683
140,1455.2199298701298
1225,471.58362091005364
922,1640.4766190476187
479,1599.9485166666666
544,384.80987252117427
841,465.6495514877531
478,1076.5688142857148
1155,1325.7920000000001
113,1904.3759
284,766.3296215728716
415,471.58362091005364
735,830.0903734920633
604,1212.715485714286
33,527.6250876190475
177,413.5218388708515
363,1059.5114523809525
888,1480.3987738095238
530,648.4020833333334
150,413.5218388708515
62,1212.715485714286
1212,958.1375
752,1589.9170183982683
851,3174.766749047618
1097,663.5691666666667
84,1004.842388809524
1042,1480.3987738095238
605,1282.4374247619053
668,1068.9966311904761
1066,917.0236417178857
1237,1486.976547893773
1259,1813.8467142857146
198,778.8141666666666
617,4675.336859523811
420,958.1375
1267,1846.34992936508
11,384.80987252117427
800,712.0116666666668
829,465.6495514877531
368,806.1195438095239
1164,1561.8923003571426
809,1687.89054047619
1255,707.9285000000003
793,1948.6094
1142,1561.8923003571426
47,471.58362091005364
1264,482.73174
428,1008.8500047619048
1308,478.7637038095238
374,865.6620399415202
301,1079.3334289599288
767,2511.3443460714298
1009,1014.6843333333334
82,1325.7920000000001
280,985.6973166447017
940,1495.9912000000013
1172,818.12424971806
1157,915.8945906870907
1238,917.0236417178857
315,1423.6677500000003
583,2063.6498095238094
704,2191.57
649,1134.1184027380953
897,639.5331054237428
1064,2052.1869999999994
147,384.80987252117427
274,677.793567059052
1087,1561.8923003571426
1193,1014.0421557142857
1045,506.0899366666667
433,947.0060547023327
68,384.80987252117427
1141,663.5691666666667
777,1158.7639503968248
72,1193.27
900,497.51716619047596
419,465.6495514877531
577,1737.8470404761895
656,1304.550489312077
249,1619.267320833333
713,824.8459985714286
1272,471.58362091005364
300,1365.9340666666674
457,690.6843662698412
268,639.5331054237428
122,1080.1534999999988
531,766.3296215728716
399,833.8042809852218
109,417.53203874058386
971,469.12950000000006
310,471.58362091005364
692,1304.550489312077
392,684.2876600000002
812,834.4876747935398
794,1820.62
950,639.5331054237428
173,717.530038095238
892,608.840916854257
1143,915.8945906870907
665,1688.3002419047614
776,1693.3543666666662
868,1480.3987738095238
658,4069.7464316666683
1023,811.6991
495,1750.5233333333338
885,2016.3948761904765
1220,1725.5104000000001
332,596.59
192,1323.072619047619
429,1308.7342573916537
1079,2142.9285000000004
846,413.5218388708515
561,1137.995455952381
330,807.7327333905291
158,538.7044911616161
127,465.6495514877531
38,766.3296215728716
1032,1667.1228095238098
1201,465.6495514877531
646,1803.6210543650786
679,1076.5688142857148
820,1968.9594707792212
948,766.26
483,1221.3271563492062
1017,811.6991
421,1477.853760357143
